fn_rva,site_rva,kind,file,line,col
0xa7e4c0,0xa7e555,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa7e560,0xa7e613,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa7e620,0xa7e6d9,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa80290,0xa804cb,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,113,40
0xa80290,0xa80568,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,113,40
0xa80290,0xa8066d,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,126,40
0xa80290,0xa806cf,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,103,12
0xa80290,0xa806e0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,103,12
0xa80290,0xa806f4,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,103,12
0xa80700,0xa807d7,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa807e0,0xa809fb,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa80d50,0xa81061,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa810c0,0xa8145b,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa814c0,0xa815c1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa815d0,0xa8193d,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa815d0,0xa8194e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\stsc.rs,84,27
0xa815d0,0xa8196f,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\stsc.rs,100,23
0xa819d0,0xa81c34,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa821a0,0xa824b7,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa832f0,0xa8368c,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa846c0,0xa847dd,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa847f0,0xa84a3a,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa84a50,0xa84cac,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa84cc0,0xa84fd4,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa856d0,0xa8581c,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa85b70,0xa85e82,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa85f50,0xa86272,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa879b0,0xa87bc2,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa87c30,0xa87e6c,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa87ee0,0xa882fd,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa883a0,0xa884be,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,180,33
0xa883a0,0xa884d5,bounds,,,
0xa883a0,0xa884e7,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,195,43
0xa884f0,0xa8860e,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,127,37
0xa884f0,0xa88625,bounds,,,
0xa884f0,0xa88637,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,144,47
0xa88d30,0xa894b2,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa89f60,0xa8a226,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,95,47
0xa8a690,0xa8a914,unwrap_none,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\stsc.rs,40,47
0xa8a690,0xa8a996,bounds,,,
0xa8a9b0,0xa8aa6e,bounds,,,
0xa8aa80,0xa8ab4b,bounds,,,
0xa8ab60,0xa8ad75,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,111,39
0xa8ab60,0xa8ad8c,unwrap_none,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\stream.rs,207,49
0xa8ab60,0xa8ada0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\stream.rs,126,64
0xa8ab60,0xa8adb7,bounds,,,
0xa8ab60,0xa8adc8,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,162,29
0xa8ab60,0xa8adda,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,165,29
0xa8adf0,0xa8af4f,bounds,,,
0xa8adf0,0xa8af61,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,95,47
0xa8adf0,0xa8af75,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\stream.rs,126,64
0xa8adf0,0xa8af8c,bounds,,,
0xa8afa0,0xa8b1cc,bounds,,,
0xa8afa0,0xa8b1de,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\trun.rs,95,47
0xa8afa0,0xa8b1f2,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\stream.rs,126,64
0xa8afa0,0xa8b209,bounds,,,
0xa8c530,0xa8c6d3,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa8c760,0xa8c90f,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa90740,0xa908aa,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa908c0,0xa90a42,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa90c10,0xa910c4,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\encoding_rs-0.8.35\src\lib.rs,3011,62
0xa914b0,0xa933ca,unwrap_none,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\esds.rs,78,54
0xa914b0,0xa933f1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa93418,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa9342a,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa9343c,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa9344e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa93475,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa93484,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa934a8,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa934b7,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa934c6,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa914b0,0xa934d5,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa955c4,unwrap_none,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-format-isomp4-0.5.4\src\atoms\esds.rs,78,54
0xa93630,0xa955eb,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa95612,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa95624,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa95636,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa95648,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa9566f,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa9567e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa956a2,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa956b1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa956c0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa93630,0xa956cf,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\media_source_stream.rs,247,21
0xa97290,0xa97f6a,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,191,47
0xa97290,0xa97f7b,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\audio.rs,601,22
0xa97290,0xa97f8e,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,223,40
0xa97290,0xa97fa1,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,191,90
0xa97290,0xa97fb4,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,130,25
0xa97290,0xa98015,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,223,82
0xa97290,0xa9802b,slice_range,/rustc/23a3312d92a1c4ba0373f1e25277be20ba8bb28c/library\core\src\slice\index.rs,1020,51
0xa97290,0xa98075,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\common.rs,94,1
0xa97290,0xa98086,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,144,37
0xa97290,0xa98094,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,143,33
0xa97290,0xa980a2,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,114,42
0xa97290,0xa980bb,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,115,41
0xa97290,0xa980d1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,163,45
0xa97290,0xa980df,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,188,34
0xa97290,0xa980f1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,183,63
0xa97290,0xa98103,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,188,23
0xa97290,0xa98111,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\lib.rs,89,37
0xa98120,0xa984ca,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,139,40
0xa98120,0xa98583,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,139,40
0xa98120,0xa98608,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,139,40
0xa98120,0xa987a9,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\buf_reader.rs,139,40
0xa98120,0xa98910,bounds,,,
0xa98120,0xa99371,bounds,,,
0xa98120,0xa994bc,bounds,,,
0xa99f90,0xa9a604,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,553,64
0xa99f90,0xa9a615,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,553,64
0xa9a910,0xa9b22b,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,84,32
0xa9a910,0xa9b23e,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,84,59
0xa9a910,0xa9b251,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,141,21
0xa9a910,0xa9b278,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,99,47
0xa9a910,0xa9b28e,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,99,70
0xa9a910,0xa9b2d7,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,107,20
0xa9a910,0xa9b2ef,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,124,29
0xa9a910,0xa9b302,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,125,34
0xa9a910,0xa9b318,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,113,32
0xa9a910,0xa9b329,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,131,64
0xa9a910,0xa9b33c,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,107,59
0xa9a910,0xa9b352,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,112,34
0xa9a910,0xa9b368,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\dsp.rs,126,32
0xa9b390,0xa9b42e,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\common.rs,31,31
0xa9bbd0,0xa9ca13,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,494,48
0xa9bbd0,0xa9caae,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,524,26
0xa9bbd0,0xa9cac0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,749,17
0xa9d2a0,0xa9d92b,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,683,66
0xa9d2a0,0xa9d941,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,698,40
0xa9d2a0,0xa9d95a,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\bit.rs,1413,12
0xa9d2a0,0xa9d973,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\bit.rs,1413,12
0xa9d2a0,0xa9d99e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\bit.rs,1323,35
0xa9d2a0,0xa9d9b0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,678,21
0xa9d2a0,0xa9d9c1,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-core-0.5.4\src\io\bit.rs,1303,39
0xa9d2a0,0xa9d9d9,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,679,21
0xa9d2a0,0xa9d9ec,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,685,26
0xa9d2a0,0xa9da02,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,707,39
0xa9d2a0,0xa9da16,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,708,33
0xa9d2a0,0xa9da2a,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,695,36
0xa9da50,0xa9e022,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,809,15
0xa9da50,0xa9e033,slice_range,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,809,15
0xa9da50,0xa9e046,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,820,14
0xa9da50,0xa9e076,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,590,35
0xa9da50,0xa9e08c,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,580,97
0xa9da50,0xa9e0b0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,586,35
0xa9da50,0xa9e0c4,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,585,41
0xa9da50,0xa9e0d8,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,584,35
0xa9da50,0xa9e0ec,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,583,41
0xa9da50,0xa9e0fd,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,639,37
0xa9da50,0xa9e10e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,597,38
0xa9da50,0xa9e122,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,601,35
0xa9da50,0xa9e133,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,599,38
0xa9da50,0xa9e144,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,598,38
0xa9da50,0xa9e15a,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,802,22
0xa9da50,0xa9e16e,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,640,40
0xa9da50,0xa9e1a0,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,802,5
0xa9da50,0xa9e1b6,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,641,46
0xa9da50,0xa9e1ca,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,622,35
0xa9da50,0xa9e1db,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,621,38
0xa9da50,0xa9e1ed,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,572,30
0xa9da50,0xa9e205,bounds,C:\Users\runneradmin\.cargo\registry\src\index.crates.io-1949cf8c6b5b557f\symphonia-codec-vorbis-0.5.4\src\floor.rs,573,30
