champ	t0	Top	x=15000	y=913000	is_top_side=true	is_bottom_side=false
bush	lead=3	line=Mid	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=3	line=Bottom	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Top	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Mid	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=4	line=Bottom	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Top	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Mid	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 9, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 9, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 9, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 9, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 9, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 21, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 21, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 21, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 21, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=5	line=Bottom	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 21, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 2, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Top	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 16, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 4, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Mid	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 17, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 11, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=0	pos=Top	GANKER=Hide(HideSubPlan { bush: 7, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=0	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 7, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=0	pos=Mid	GANKER=Hide(HideSubPlan { bush: 7, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=0	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 7, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=0	pos=Support	GANKER=Hide(HideSubPlan { bush: 7, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 15, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=1	pos=Top	GANKER=Hide(HideSubPlan { bush: 23, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=1	pos=Jungle	GANKER=Hide(HideSubPlan { bush: 23, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=1	pos=Mid	GANKER=Hide(HideSubPlan { bush: 23, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=1	pos=Bottom	GANKER=Hide(HideSubPlan { bush: 23, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })
bush	lead=6	line=Bottom	team=1	pos=Support	GANKER=Hide(HideSubPlan { bush: 23, out_line: Outline, check_move: false, enemy_spotted_me: false })	COVER=Hide(HideSubPlan { bush: 20, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
note: run with `RUST_BACKTRACE=1` environment variable to display a backtrace
bush	lead=7	line=Top	team=0	pos=Top	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=0	pos=Jungle	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=0	pos=Mid	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=0	pos=Bottom	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=0	pos=Support	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 3, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=1	pos=Top	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=1	pos=Jungle	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=1	pos=Mid	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })

thread 'main' (26984) panicked at game-ai\src\plan_legacy\old\line_gank\ganker.rs:319:9:
index out of bounds: the len is 7 but the index is 7
bush	lead=7	line=Top	team=1	pos=Bottom	GANKER=PANIC	COVER=Hide(HideSubPlan { bush: 6, out_line: Outline, check_move: false, enemy_spotted_me: false })

